Position in MW485042_human_KEN_2019_KLF-HAstV2-005-2, Recombination breakpoint number (200nt win), Upper 99% CI, Lower 99% CI, Upper 95% CI, Lower 95% CI
6485,1,1,0,0,0
6487,1,1,0,0,0
6489,1,1,0,0,0
6491,1,1,0,0,0
6493,1,1,0,0,0
6495,1,1,0,0,0
6497,1,1,0,0,0
6499,1,1,0,0,0
6501,1,1,0,0,0
6503,1,1,0,0,0
6505,1,1,0,0,0
6507,1,1,0,0,0
6509,1,1,0,0,0
6511,1,1,0,0,0
6513,1,1,0,0,0
6515,1,1,0,0,0
6517,1,1,0,0,0
6519,1,1,0,0,0
6521,1,1,0,0,0
6523,1,1,0,0,0
6525,1,1,0,0,0
6527,1,1,0,0,0
6529,1,1,0,0,0
6531,1,1,0,0,0
6533,1,1,0,0,0
6535,1,1,0,0,0
6537,1,1,0,0,0
6539,1,1,0,0,0
6541,1,1,0,0,0
6543,1,1,0,0,0
6545,1,1,0,0,0
6547,1,1,0,0,0
6549,1,1,0,0,0
6551,1,1,0,0,0
6553,1,1,0,0,0
6555,1,1,0,0,0
6557,0,1,0,0,0
6559,0,1,0,0,0
6561,0,1,0,0,0
6563,0,1,0,0,0
6565,0,1,0,0,0
6567,0,1,0,0,0
6569,0,1,0,0,0
6571,0,1,0,0,0
6573,0,1,0,0,0
6575,0,1,0,0,0
6577,0,1,0,0,0
6579,0,1,0,0,0
6581,0,1,0,0,0
6583,0,1,0,0,0
6585,0,1,0,1,0
6587,0,1,0,1,0
6589,0,1,0,1,0
6591,0,1,0,1,0
6593,0,1,0,1,0
6595,0,1,0,1,0
6597,0,1,0,1,0
6599,0,1,0,1,0
6601,0,1,0,1,0
6603,0,1,0,1,0
6605,0,1,0,1,0
6607,0,1,0,1,0
6609,0,1,0,1,0
6611,0,1,0,1,0
6613,0,1,0,1,0
6615,0,1,0,1,0
6617,0,1,0,1,0
6619,0,1,0,1,0
6621,0,1,0,1,0
6623,0,1,0,1,0
6625,0,1,0,1,0
6627,0,1,0,0,0
6629,0,1,0,0,0
6631,0,1,0,0,0
6633,0,1,0,0,0
6635,0,1,0,0,0
6637,0,1,0,0,0
6639,0,1,0,0,0
6641,0,1,0,0,0
6643,0,1,0,0,0
6645,0,1,0,0,0
6647,0,1,0,0,0
6649,0,1,0,0,0
6651,0,1,0,0,0
6653,0,1,0,0,0
6655,0,1,0,0,0
6657,0,1,0,0,0
6659,0,1,0,0,0
6661,0,1,0,0,0
6663,0,1,0,0,0
6665,0,1,0,0,0
6667,0,1,0,0,0
6669,0,1,0,0,0
6671,0,1,0,0,0
6673,0,1,0,0,0
6675,0,1,0,0,0
6677,0,1,0,0,0
6679,0,1,0,0,0
6681,0,1,0,0,0
6683,0,1,0,0,0
6685,0,1,0,0,0
6687,0,1,0,0,0
6689,0,1,0,0,0
6691,0,1,0,0,0
6693,0,1,0,0,0
6695,0,1,0,0,0
6697,0,1,0,0,0
6699,0,1,0,0,0
6701,0,1,0,0,0
6703,0,1,0,0,0
6705,0,1,0,0,0
6707,0,1,0,0,0
6709,0,1,0,0,0
6711,0,1,0,0,0
6713,0,1,0,0,0
